symbol,configuration,sharpe,sortino,max_drawdown,win_rate,profit_factor,p_value,updated_at
NIFTY,Full System,0.0,,,0.4098360655737705,0.5638098118200294,1.0,2026-08-08T23:11:57.971074
NIFTY,Without Kalman,0.0,,,0.3975409836065574,0.5784744428324389,1.0,2026-08-08T23:11:57.971074
NIFTY,Without Particle,0.0,,,0.39344262295081966,0.5514574794416267,1.0,2026-08-08T23:11:57.971074
NIFTY,Without Ensemble,0.0,,,0.3989071038251366,0.5904742343142714,1.0,2026-08-08T23:11:57.971074
NIFTY,Without Fusion,0.0,0.0,,0.0,0.0,1.0,2026-08-08T23:11:57.971074
NIFTY,Without Meta Learning,0.0,,,0.39617486338797814,0.5208247512579807,1.0,2026-08-08T23:11:57.971074
NIFTY,Without Institutional,0.0,,,0.3989071038251366,0.5904742343142714,1.0,2026-08-08T23:11:57.971074
