symbol,stage,accuracy,correlation,mae,sharpe_contribution,drawdown_contribution,status,updated_at
NIFTY,Kalman,0.39344262295081966,0.0,,0.0,,NEUTRAL,2026-08-08T22:15:55.420785
NIFTY,Particle,0.3975409836065574,0.0,,0.0,,NEUTRAL,2026-08-08T22:15:55.420785
NIFTY,Ensemble,0.3989071038251366,0.0,,0.0,,NEUTRAL,2026-08-08T22:15:55.420785
NIFTY,Meta Learning,0.00273224043715847,0.0,,0.0,,NEUTRAL,2026-08-08T22:15:55.420785
NIFTY,Institutional,0.00273224043715847,0.0,,0.0,,NEUTRAL,2026-08-08T22:15:55.420785
NIFTY,Fusion,0.4098360655737705,0.0,,0.0,,NEUTRAL,2026-08-08T22:15:55.420785
