symbol,timestamp,spot_price,hawkes_score,kalman_velocity,particle_mean,regime_state,ensemble_prediction,meta_learning_weight,fusion_mean,p_up,p_down,expected_return,kelly_fraction,signal,signal_confidence,actual_return,correct,institutional_forecast,institutional_confidence,positioning_strength,bullish_score,bearish_score,neutral_score,pcr_val,gamma_pressure,dealer_pressure,rsi,adx,atr,volume_ratio,pcr,meta_learning_prediction
NIFTY,2026-07-24 07:54:00,23791.4,1.0000000000056852,1.0992842835718728,23789.67811748139,TRENDING_BULL,-0.0095892306417226,0.25,-3.157829166286412e-05,0.2689463110786727,0.2689528173438556,-3.157829166286412e-05,0.0,NEUTRAL,0.4621008715774716,,,0.0,0.0,0.0,0.0,0.0,100.0,1.0000630493171758,0.0,0.0,70.8820403825509,46.645966184572565,6.12500000000052,0.0,1.0000630493171758,-0.0128436191007494
NIFTY,2026-07-24 07:45:00,23814.65,1.0,34.097604461321424,23800.868056044063,TRENDING_BEAR,-0.0056794318370521,0.2,0.0028487899129353,0.2694583298777614,0.2691013004511847,0.0028487899129353,0.1742164047729363,NEUTRAL,0.4614403696710537,0.0003217185236274,True,0.0,0.0,0.0,0.0,0.0,100.0,0.9927677382059468,0.0,0.0,39.76525216045362,72.24880663859182,84.4357142857147,0.0,0.9927677382059468,-0.0103470247238874
BANKNIFTY,2026-07-24 07:45:00,56742.8,1.0,50.09325087898323,56731.58969336448,HIGH_VOLATILITY,150.2797526369497,0.2,0.0015654381060495,0.2747637370682418,0.268941642391404,0.0015654381060495,0.143771433792296,NEUTRAL,0.4562946205403541,,,-0.0008333333333333,0.1666666666666666,16.666666666666664,0.0,16.666666666666664,83.33333333333334,1.021638743655307,0.0,0.0,80.26436393458368,40.95308238492042,127.6142857142856,0.0,1.021638743655307,250.4662543949161
NIFTY,2026-07-24T07:54:00,23791.4,1.0000000000056852,1.0992842835718728,23789.695387920925,TRENDING_BULL,-0.0095892306417226,0.25,0.0001192153552283,0.2689458316214401,0.2689516999112785,0.0001192153552283,0.0,NEUTRAL,0.4621024684672813,-1.6813045241711368e-05,True,0.0,0.0,0.0,0.0,0.0,100.0,1.0000630493171758,0.0,0.0,70.8820403825509,46.645966184572565,6.12500000000052,0.0,1.0000630493171758,-0.0128436191007494
NIFTY,2026-07-24 07:55:00,23790.05,1.0,-3.931847102499494,23789.939576956152,TRENDING_BULL,-0.0103163756430149,0.25,-0.0004451380428905,0.2689428230477005,0.2689543237963629,-0.0004451380428905,0.0800970467986355,NEUTRAL,0.4621028531559365,,,0.0,0.0,0.0,0.0,0.0,100.0,1.0019432462728155,0.0,0.0,70.31249999999422,69.04826636112351,21.53214285714265,0.0,1.0019432462728155,-0.0129040013998746
NIFTY,2026-07-23 23:00:00,10666.47,1.0,,,TRANSITION,-0.0118921091780066,0.2,-0.0115220451277851,0.2719434408668694,0.3508204331918968,-0.0115220451277851,0.25,NEUTRAL,0.3772361259412337,,,0.0008333333333333,0.1666666666666666,16.666666666666664,16.666666666666664,0.0,83.33333333333334,1.0,0.0,0.0,0.0,20.0,,1.0,1.0,-0.0145210191607475
NIFTY,2026-07-24 07:55:00,23791.35,1.0,-2.447400813045584,23790.08496450896,TRENDING_BULL,-0.0103163756430149,0.25,-0.0004546645738644,0.2689428573256262,0.2689499350865373,-0.0004546645738644,0.0730935641241329,NEUTRAL,0.4621072075878363,,,0.0008333333333333,0.1666666666666666,16.666666666666664,16.666666666666664,0.0,83.33333333333334,1.0021072865425986,0.0,0.0,70.75630252100244,69.04826636112351,21.849999999999845,0.0,1.0021072865425986,-0.0129504967480897
NIFTY,2026-07-24 04:00:00,4050.8,1.5,,,TRANSITION,-0.005653060041368,0.2,-0.0067453955375857,0.2767675234888523,0.3297953393627442,-0.0067453955375857,0.1960748883749526,NEUTRAL,0.3934371371484034,,,0.0,0.0,0.0,0.0,0.0,100.0,1.0,0.0,0.0,,,,,1.0,-0.0074747209437191
NIFTY,2026-07-24T07:57:00,23795.85,1.0000000000001552,5.798115502070218,23792.28920318599,TRENDING_BULL,-0.0096549065783619,0.25,-0.0001105047364102,0.268952635612902,0.2689480715240082,-0.0001105047364102,0.0017031060755332,NEUTRAL,0.4620992928630898,-0.0009705902743494,True,0.0008333333333333,0.1666666666666666,16.666666666666664,16.666666666666664,0.0,83.33333333333334,1.0007629320128797,0.0,0.0,70.80045095826141,47.78595573905638,6.417857142857039,0.0,1.0007629320128797,-0.013007634319365
NIFTY,2026-07-24 07:55:00,23795.85,1.0,2.6910671119900567,23792.49450295867,TRENDING_BULL,-0.0104801021516323,0.25,-0.0004577066437371,0.2689447519763865,0.2689460451756992,-0.0004577066437371,0.0953231455524531,NEUTRAL,0.4621092028479142,,,0.0,0.0,0.0,0.0,0.0,100.0,1.002675118245694,0.0,0.0,71.4754098360597,69.04826636112351,22.11071428571397,0.0,1.002675118245694,-0.0131883369758725
NIFTY,2026-07-24 07:55:00,23797.8,1.0,4.917736546172998,23793.966620058203,TRENDING_BULL,-0.0104801021516323,0.25,-0.0002516689402233,0.2689464760489201,0.2689451415530335,-0.0002516689402233,0.0,NEUTRAL,0.4621083823980463,,,0.0,0.0,0.0,0.0,0.0,100.0,1.002921178650369,0.0,0.0,71.77615571775584,69.09183606893176,22.403571428571272,0.0,1.002921178650369,-0.0131883369758725
